사용자,날짜/시간,화자,메시지,TMSSR,Potential,AI 피드백
"김나영","2025. 12. 3. 오후 4:09:09","진수","같다고 확신 할 수는 없어요","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","겹치는 변의 길이가다르면 큰 삼각형을 만들 수 없지 않을까 ?다른 변으로 생각해볼래 ?","Facilitating","High",""
"김나영","2025. 12. 3. 오후 4:09:09","희정","그러면 겹치는 변의 길이를 3cm로 해서 큰 삼각형을 만들 수있어요 !","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","좋아. 그러면 큰 삼각형은 무슨 삼각형이 되지 ?","Eliciting","High",""
"김나영","2025. 12. 3. 오후 4:09:09","진수","이등변삼각형이요.","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","이등변 삼각형의 성질을 이용해서 두 삼각형이 무슨 합동인지 찾아볼래 ?","Facilitating","High",""
"김나영","2025. 12. 3. 오후 4:09:09","희정","이등변 삼각형은 두 변의 길이가 같고 두 밑각의 크기도 같아요.","","",""
"김나영","2025. 12. 3. 오후 4:09:09","진수","그러면 5cm 와 3cm의 끼인각도 같네요 !","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","그러면 무슨 합동일까 ?","Eliciting","Low",""
"김나영","2025. 12. 3. 오후 4:09:09","희정","두변의 길이가 5cm, 3cm 로 같고 그 끼인각이 같으니까 SAS 합동이요 .","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","다른 합동 조건은 안될까 ?","Eliciting","High",""
"김나영","2025. 12. 3. 오후 4:09:09","진수","두 각과 그 사이의 변의 길이가 같기때문에 ASA합동도 돼요.","","",""
"김나영","2025. 12. 3. 오후 4:09:09","교사","그러면 SSS합동은 될까?","Eliciting","High",""
"김나영","2025. 12. 3. 오후 4:09:09","진수","두 삼각형은 합동이기 때문에 나머지 모르는 변의 길이도 같고 따라서 SSS합동도 돼요 !","","",""
